Label,StopwordRemovedSentence
neutral,steamer entered road formed islands bay half past four hauled quays bombay
positive,phileas fogg act finishing thirty third rubber voyage partner bold stroke captured thirteen tricks concluded fine campaign brilliant victory
neutral,mongolia due bombay 22nd arrived 20th
positive,gain phileas fogg two days since departure london calmly entered fact itinerary column gains
neutral,british crown exercises real despotic dominion larger portion vast country governor general stationed calcutta governors madras bombay bengal lieutenant governor agra
neutral,british india properly called embraces seven hundred thousand square miles population one hundred one hundred ten millions inhabitants
positive,considerable portion india still free british authority certain ferocious rajahs interior absolutely independent
positive,celebrated east india company powerful 1756 english first gained foothold spot stands city madras time great sepoy insurrection
neutral,gradually annexed province province purchasing native chiefs seldom paid appointed governor general subordinates civil military
neutral,east india company passed away leaving british possessions india directly control crown
neutral,aspect country well manners distinctions race daily changing
positive,formerly one obliged travel india old cumbrous methods going foot horseback palanquins unwieldy coaches fast steamboats ply indus ganges great railway branch lines joining main line many points route traverses peninsula bombay calcutta three days
neutral,railway run direct line across india
positive,distance bombay calcutta bird flies one thousand eleven hundred miles deflections road increase distance third
positive,general route great indian peninsula railway follows leaving bombay passes salcette crossing continent opposite tannah goes chain western ghauts runs thence north east far burhampoor skirts nearly independent territory bundelcund ascends allahabad turns thence eastwardly meeting ganges benares departs river little descending south eastward burdivan french town chandernagor terminus calcutta
