Label,StopwordRemovedSentence
positive,provided contingency friends replied michel speak chess draughts cards dominoes disposal nothing wanting billiard table exclaimed barbicane brought away trifles certainly replied michel distract also laudable intention endowing selenite smoking divans friend said barbicane moon inhabited inhabitants must appeared thousands years earth cannot doubt star much older
neutral,selenites existed hundreds thousands years brain organization human brain already invented invented even may invent future ages
positive,nothing learn us everything learn said michel believe artists like phidias michael angelo raphael yes poets like homer virgil milton lamartine hugo sure philosophers like plato aristotle descartes kant doubt scientific men like archimedes euclid pascal newton could swear comic writers like arnal photographers like like nadar certain friend barbicane strong even stronger selenites tried communicate earth
negative,launched lunar projectile terrestrial regions told never done said barbicane seriously
positive,indeed added nicholl would easier us two reasons first attraction moon surface six times less earth would allow projectile rise easily secondly would enough send projectile 8 000 leagues instead 80 000 would require force projection ten times less strong continued michel repeat done repeat said barbicane told done thousands years man appeared earth projectile projectile
neutral,demand see projectile friend replied barbicane sea covers five sixths globe
positive,may draw five good reasons supposing lunar projectile ever launched bottom atlantic pacific unless sped crevasse period crust earth yet hardened old barbicane said michel answer everything bow wisdom
positive,one hypothesis would suit better others selenites older wiser invented gunpowder moment diana joined conversation sonorous barking
neutral,asking breakfast
positive,ah said michel ardan discussion forgotten diana satellite immediately good sized pie given dog devoured hungrily
positive,see barbicane said michel made second noah ark projectile borne us moon couple every kind domestic animal dare say room would failed us oh said michel might squeezed little fact replied nicholl cows bulls horses ruminants would useful lunar continent unfortunately car could neither made stable shed well might least brought donkey little donkey courageous beast old silenus loved mount
positive,love old donkeys least favored animals creation beaten alive even dead make asked barbicane
