Label,StopwordRemovedSentence
neutral,pencroft intend let raft go away current without guidance neither mean embark steer
negative,sailor never loss question cables ropes pencroft rapidly twisted cord fathoms long made dry creepers
negative,vegetable cable fastened part raft sailor held hand herbert pushing raft long pole kept current
positive,succeeded capitally
neutral,enormous load wood drifted current
negative,bank equal fear raft would run aground two clock arrived river mouth paces chimneys
neutral,sand stones twisted branches wet clay closed galleries open south winds
negative,one narrow winding opening side kept lead smoke make fire draw
negative,cave thus divided three four rooms dark dens donkey would scarcely contented deserved name
neutral,dry space stand upright least principal room occupied center
positive,floor covered fine sand taking well pleased want better
positive,perhaps said herbert pencroft working companions found superior place likely replied seaman know must work
positive,better two strings one bow string oh exclaimed herbert jolly find captain harding bring back yes indeed said pencroft man right sort exclaimed herbert despair ever seeing god forbid replied sailor
positive,work soon done pencroft declared well satisfied
positive,said friends come back like
positive,find good enough shelter make fireplace prepare supper easy task
neutral,large flat stones placed ground opening narrow passage kept
neutral,smoke take heat would enough maintain equal temperature inside
neutral,wood stowed away one rooms sailor laid fireplace logs brushwood
neutral,seaman busy herbert asked matches
negative,certainly replied pencroft may say happily without matches tinder fix still might get fire savages replied herbert rubbing two bits dry stick one right try boy let see anything besides exercising arms well simple proceeding much used islands pacific deny replied pencroft savages must know employ peculiar wood tried get fire way could never manage
